"ID","student_ID","course_ID","withdrew_status","semester_ID"
1000,1304,20300,Completed,1
1005,1323,20300,Completed,1
1010,1383,20300,Completed,1
1015,1432,20300,Completed,1
1020,1456,20300,Completed,1
1025,1553,20300,Completed,1
1030,1615,20300,Completed,1
1035,1702,20300,Completed,1
1040,1789,20300,Completed,1
1045,1912,20300,Completed,1
1050,1983,20300,Completed,1
1055,2055,20300,Withdrew,1
1060,51,20300,Completed,1
1065,72,20300,Completed,1
1070,357,20300,Completed,1
1075,510,20300,Completed,1
1080,555,20300,Completed,1
1085,592,20300,Completed,1
1090,704,20300,Completed,1
1095,738,20300,Completed,1
1100,772,20300,Completed,1
1105,807,20300,Completed,1
1110,848,20300,Completed,1
1115,1115,20300,Completed,1
1120,1142,20300,Completed,1
1125,1172,20300,Completed,1
1130,1471,20300,Completed,1
1135,1479,20300,Completed,1
1140,1568,20300,Completed,1
1145,1587,20300,Completed,1
1150,1605,20300,Completed,1
1155,1899,20300,Completed,1
1160,2070,20300,Completed,1
1165,2100,20300,Completed,1
1170,2115,20300,Completed,1
1175,2161,20300,Completed,1
1180,2171,20300,Completed,1
1185,53,20300,Completed,1
1190,187,20300,Completed,1
1195,267,20300,Completed,1
1200,455,20300,Completed,1
1205,483,20300,Completed,1
1210,583,20300,Completed,1
1215,715,20300,Completed,1
1220,784,20300,Completed,1
1225,835,20300,Withdrew,1
1230,906,20300,Completed,1
1235,949,20300,Completed,1
1240,997,20300,Completed,1
1245,1089,20300,Completed,1
1250,1192,20300,Completed,1
1255,1340,20300,Completed,1
1260,1397,20300,Completed,1
1265,1514,20300,Completed,1
1270,1579,20300,Completed,1
1275,1599,20300,Completed,1
1280,1709,20300,Completed,1
1285,1736,20300,Completed,1
1290,1933,20300,Completed,1
1295,2023,20300,Completed,1
1300,2060,20300,Completed,1
1305,2240,20300,Completed,1
1310,151,20300,Completed,1
1315,159,20300,Completed,1
1320,219,20300,Completed,1
1325,227,20300,Completed,1
1330,472,20300,Completed,1
1335,515,20300,Completed,1
1340,708,20300,Completed,1
1345,739,20300,Completed,1
1350,905,20300,Completed,1
1355,1027,20300,Completed,1
1360,1070,20300,Completed,1
1365,1232,20300,Completed,1
1370,1303,20300,Withdrew,1
1375,1345,20300,Completed,1
1380,1364,20300,Completed,1
1385,1446,20300,Completed,1
1390,1763,20300,Completed,1
1395,1787,20300,Completed,1
1400,1950,20300,Completed,1
1405,1968,20300,Completed,1
1410,2061,20300,Completed,1
1415,2110,20300,Completed,1
1420,2113,20300,Completed,1
1425,2225,20300,Completed,1
1430,12,20400,Completed,1
1435,62,20400,Completed,1
1440,162,20400,Completed,1
1445,167,20400,Completed,1
1450,222,20400,Completed,1
1455,257,20400,Completed,1
1460,405,20400,Completed,1
1465,425,20400,Completed,1
1470,441,20400,Completed,1
1475,598,20400,Completed,1
1480,670,20400,Completed,1
1485,1034,20400,Completed,1
1490,1161,20400,Completed,1
1495,1324,20400,Completed,1
1500,1377,20400,Completed,1
1505,1413,20400,Completed,1
1510,1478,20400,Completed,1
1515,1738,20400,Completed,1
1520,1769,20400,Completed,1
1525,1865,20400,Withdrew,1
1530,1892,20400,Completed,1
1535,1912,20400,Withdrew,1
1540,1947,20400,Completed,1
1545,2039,20400,Completed,1
1550,2102,20400,Completed,1
1555,18,20400,Completed,1
1560,117,20400,Completed,1
1565,1090,20400,Completed,1
1570,1294,20400,Completed,1
1575,1375,20400,Completed,1
1580,1435,20400,Completed,1
1585,1519,20400,Completed,1
1590,1523,20400,Completed,1
1595,1772,20400,Completed,1
1600,1971,20400,Completed,1
1605,2056,20400,Completed,1
1610,2130,20400,Completed,1
1615,2165,20400,Completed,1
1620,2182,20400,Completed,1
1625,2213,20400,Completed,1
1630,2232,20400,Completed,1
1635,27,20500,Completed,1
1640,172,20500,Completed,1
1645,283,20500,Completed,1
1650,287,20500,Withdrew,1
1655,444,20500,Completed,1
1660,833,20500,Completed,1
1665,862,20500,Withdrew,1
1670,909,20500,Completed,1
1675,946,20500,Completed,1
1680,957,20500,Completed,1
1685,985,20500,Completed,1
1690,989,20500,Completed,1
1695,1084,20500,Completed,1
1700,1089,20500,Completed,1
1705,1196,20500,Completed,1
1710,1239,20500,Completed,1
1715,1325,20500,Completed,1
1720,1360,20500,Completed,1
1725,1484,20500,Completed,1
1730,1498,20500,Completed,1
1735,2104,20500,Completed,1
1740,2205,20500,Completed,1
1745,2228,20500,Completed,1
1750,27,20600,Completed,1
1755,30,20600,Completed,1
1760,73,20600,Completed,1
1765,99,20600,Completed,1
1770,168,20600,Completed,1
1775,423,20600,Completed,1
1780,506,20600,Completed,1
1785,589,20600,Completed,1
1790,652,20600,Completed,1
1795,669,20600,Completed,1
1800,850,20600,Completed,1
1805,965,20600,Completed,1
1810,1538,20600,Completed,1
1815,1581,20600,Completed,1
1820,1614,20600,Completed,1
1825,1778,20600,Completed,1
1830,1917,20600,Completed,1
1835,1950,20600,Completed,1
1840,2121,20600,Completed,1
1845,14,20700,Completed,1
1850,136,20700,Completed,1
1855,177,20700,Completed,1
1860,344,20700,Completed,1
1865,423,20700,Completed,1
1870,517,20700,Completed,1
1875,1068,20700,Completed,1
1880,1409,20700,Completed,1
1885,1538,20700,Completed,1
1890,1614,20700,Completed,1
1895,1696,20700,Completed,1
1900,1759,20700,Completed,1
1905,1773,20700,Completed,1
1910,1788,20700,Completed,1
1915,1917,20700,Completed,1
1920,2121,20700,Completed,1
1925,2140,20700,Completed,1
1930,2205,20700,Completed,1
1935,30,20700,Completed,1
1940,191,20700,Completed,1
1945,230,20700,Completed,1
1950,273,20700,Completed,1
1955,292,20700,Completed,1
1960,466,20700,Completed,1
1965,486,20700,Completed,1
1970,582,20700,Completed,1
1975,587,20700,Completed,1
1980,589,20700,Completed,1
1985,724,20700,Completed,1
1990,1076,20700,Completed,1
1995,1322,20700,Completed,1
2000,1326,20700,Completed,1
2005,1537,20700,Completed,1
2010,1581,20700,Completed,1
2015,2068,20700,Completed,1
2020,2108,20700,Completed,1
2025,2128,20700,Completed,1
2030,2238,20700,Completed,1
2035,343,20800,Completed,1
2040,1095,20800,Completed,1
2045,231,20800,Completed,1
2050,1229,20800,Completed,1
2055,1269,20800,Completed,1
2060,266,20900,Completed,1
2065,366,20900,Completed,1
2070,724,20900,Completed,1
2075,762,20900,Withdrew,1
2080,850,20900,Completed,1
2085,928,20900,Completed,1
2090,1095,20900,Completed,1
2095,1105,20900,Completed,1
2100,1128,20900,Completed,1
2105,1133,20900,Completed,1
2110,1245,20900,Completed,1
2115,1250,20900,Completed,1
2120,1311,20900,Completed,1
2125,1313,20900,Completed,1
2130,1359,20900,Completed,1
2135,1447,20900,Completed,1
2140,1463,20900,Completed,1
2145,1505,20900,Completed,1
2150,1561,20900,Completed,1
2155,1565,20900,Completed,1
2160,1589,20900,Withdrew,1
2165,1676,20900,Completed,1
2170,1739,20900,Completed,1
2175,1856,20900,Completed,1
2180,2139,20900,Completed,1
2185,19,21000,Completed,1
2190,328,21000,Completed,1
2195,724,21000,Completed,1
2200,850,21000,Completed,1
2205,965,21000,Completed,1
2210,1128,21000,Completed,1
2215,1133,21000,Completed,1
2220,1241,21000,Completed,1
2225,1250,21000,Completed,1
2230,1311,21000,Completed,1
2235,1313,21000,Completed,1
2240,1329,21000,Completed,1
2245,1463,21000,Completed,1
2250,1505,21000,Completed,1
2255,1565,21000,Completed,1
2260,1624,21000,Completed,1
2265,1676,21000,Completed,1
2270,1695,21000,Completed,1
2275,1825,21000,Completed,1
2280,1921,21000,Completed,1
2285,2062,21000,Completed,1
2290,2119,21000,Completed,1
2295,1561,21100,Completed,1
2300,2104,21100,Completed,1
2305,73,21200,Completed,1
2310,136,21200,Completed,1
2315,191,21200,Completed,1
2320,230,21200,Completed,1
2325,266,21200,Completed,1
2330,292,21200,Completed,1
2335,328,21200,Completed,1
2340,446,21200,Completed,1
2345,486,21200,Completed,1
2350,517,21200,Completed,1
2355,846,21200,Completed,1
2360,928,21200,Completed,1
2365,1095,21200,Completed,1
2370,1311,21200,Completed,1
2375,1313,21200,Completed,1
2380,1409,21200,Completed,1
2385,1411,21200,Completed,1
2390,1517,21200,Completed,1
2395,1538,21200,Completed,1
2400,1589,21200,Completed,1
2405,1695,21200,Completed,1
2410,1739,21200,Completed,1
2415,1773,21200,Completed,1
2420,1245,21300,Completed,1
2425,253,21400,Completed,1
2430,299,21400,Completed,1
2435,328,21400,Completed,1
2440,367,21400,Completed,1
2445,406,21400,Completed,1
2450,446,21400,Completed,1
2455,846,21400,Completed,1
2460,1133,21400,Completed,1
2465,1241,21400,Completed,1
2470,1250,21400,Completed,1
2475,1313,21400,Completed,1
2480,1329,21400,Completed,1
2485,1505,21400,Completed,1
2490,1565,21400,Completed,1
2495,1739,21400,Completed,1
2500,1921,21400,Completed,1
2505,2062,21400,Completed,1
2510,19,21500,Completed,1
2515,366,21500,Completed,1
2520,1411,21500,Completed,1
2525,517,21500,Completed,1
2530,1329,21500,Completed,1
2535,1589,21500,Completed,1
2540,253,21500,Completed,1
2545,2139,21500,Completed,1
2550,136,21500,Completed,1
2555,2119,21500,Completed,1
2560,367,21500,Completed,1
2565,1487,21500,Completed,1
2570,2062,21500,Completed,1
2575,1856,21600,Completed,1
2580,19,21700,Completed,1
2585,136,21700,Completed,1
2590,366,21700,Completed,1
2595,367,21700,Completed,1
2600,406,21700,Completed,1
2605,517,21700,Completed,1
2610,762,21700,Completed,1
2615,1133,21700,Completed,1
2620,1241,21700,Completed,1
2625,1250,21700,Completed,1
2630,1313,21700,Completed,1
2635,1329,21700,Completed,1
2640,1411,21700,Completed,1
2645,1463,21700,Completed,1
2650,1565,21700,Completed,1
2655,1589,21700,Completed,1
2660,1624,21700,Completed,1
2665,1739,21700,Completed,1
2670,1856,21700,Completed,1
2675,1921,21700,Completed,1
2680,2062,21700,Completed,1
2685,2119,21700,Completed,1
2690,4,20000,Completed,2
2695,217,20000,Completed,2
2700,251,20000,Completed,2
2705,261,20000,Completed,2
2710,326,20000,Withdrew,2
2715,498,20000,Completed,2
2720,553,20000,Completed,2
2725,682,20000,Completed,2
2730,831,20000,Completed,2
2735,923,20000,Completed,2
2740,1080,20000,Withdrew,2
2745,1136,20000,Completed,2
2750,1170,20000,Completed,2
2755,1176,20000,Completed,2
2760,1228,20000,Completed,2
2765,1284,20000,Completed,2
2770,1486,20000,Completed,2
2775,1527,20000,Completed,2
2780,1644,20000,Withdrew,2
2785,1782,20000,Completed,2
2790,1785,20000,Completed,2
2795,1844,20000,Completed,2
2800,1935,20000,Completed,2
2805,1956,20000,Withdrew,2
2810,2155,20000,Completed,2
2815,9,20000,Completed,2
2820,91,20000,Completed,2
2825,268,20000,Completed,2
2830,294,20000,Completed,2
2835,606,20000,Completed,2
2840,769,20000,Completed,2
2845,783,20000,Completed,2
2850,867,20000,Completed,2
2855,874,20000,Completed,2
2860,1057,20000,Completed,2
2865,1098,20000,Completed,2
2870,1156,20000,Withdrew,2
2875,1219,20000,Completed,2
2880,1274,20000,Completed,2
2885,1319,20000,Completed,2
2890,1366,20000,Completed,2
2895,1564,20000,Completed,2
2900,1697,20000,Completed,2
2905,1761,20000,Completed,2
2910,1893,20000,Completed,2
2915,1936,20000,Completed,2
2920,1981,20000,Completed,2
2925,2056,20000,Completed,2
2930,2179,20000,Completed,2
2935,2196,20000,Completed,2
2940,2244,20000,Completed,2
2945,21,20000,Completed,2
2950,60,20000,Completed,2
2955,125,20000,Completed,2
2960,191,20000,Completed,2
2965,445,20000,Completed,2
2970,476,20000,Completed,2
2975,470,20000,Completed,2
2980,483,20000,Completed,2
2985,720,20000,Withdrew,2
2990,753,20000,Withdrew,2
2995,801,20000,Completed,2
3000,871,20000,Completed,2
3005,882,20000,Completed,2
3010,987,20000,Completed,2
3015,1107,20000,Completed,2
3020,1325,20000,Completed,2
3025,1414,20000,Completed,2
3030,1536,20000,Completed,2
3035,1579,20000,Completed,2
3040,1623,20000,Completed,2
3045,1672,20000,Completed,2
3050,1681,20000,Withdrew,2
3055,1835,20000,Completed,2
3060,1870,20000,Completed,2
3065,1974,20000,Completed,2
3070,135,20000,Completed,2
3075,186,20000,Completed,2
3080,272,20000,Completed,2
3085,278,20000,Completed,2
3090,321,20000,Completed,2
3095,324,20000,Completed,2
3100,502,20000,Completed,2
3105,576,20000,Completed,2
3110,585,20000,Completed,2
3115,597,20000,Withdrew,2
3120,599,20000,Completed,2
3125,778,20000,Completed,2
3130,829,20000,Completed,2
3135,894,20000,Completed,2
3140,941,20000,Completed,2
3145,1283,20000,Completed,2
3150,1385,20000,Completed,2
3155,1519,20000,Completed,2
3160,1659,20000,Completed,2
3165,1740,20000,Completed,2
3170,1898,20000,Completed,2
3175,1942,20000,Completed,2
3180,19,20000,Completed,2
3185,34,20000,Completed,2
3190,38,20000,Completed,2
3195,41,20000,Completed,2
3200,204,20000,Completed,2
3205,333,20000,Completed,2
3210,566,20000,Completed,2
3215,772,20000,Completed,2
3220,777,20000,Withdrew,2
3225,1046,20000,Completed,2
3230,1068,20000,Withdrew,2
3235,1100,20000,Completed,2
3240,1231,20000,Completed,2
3245,1338,20000,Completed,2
3250,1407,20000,Completed,2
3255,1426,20000,Completed,2
3260,1462,20000,Withdrew,2
3265,1600,20000,Completed,2
3270,1640,20000,Completed,2
3275,1758,20000,Completed,2
3280,1884,20000,Withdrew,2
3285,1912,20000,Completed,2
3290,1982,20000,Completed,2
3295,29,20000,Withdrew,2
3300,123,20000,Withdrew,2
3305,196,20000,Completed,2
3310,210,20000,Completed,2
3315,298,20000,Completed,2
3320,305,20000,Completed,2
3325,356,20000,Completed,2
3330,415,20000,Completed,2
3335,464,20000,Completed,2
3340,539,20000,Completed,2
3345,714,20000,Completed,2
3350,730,20000,Completed,2
3355,879,20000,Completed,2
3360,996,20000,Completed,2
3365,1033,20000,Completed,2
3370,1139,20000,Completed,2
3375,1184,20000,Completed,2
3380,1198,20000,Completed,2
3385,1243,20000,Completed,2
3390,1520,20000,Completed,2
3395,1616,20000,Completed,2
3400,1861,20000,Completed,2
3405,1880,20000,Completed,2
3410,1923,20000,Completed,2
3415,7,20300,Completed,2
3420,49,20300,Completed,2
3425,57,20300,Completed,2
3430,66,20300,Completed,2
3435,160,20300,Completed,2
3440,208,20300,Completed,2
3445,369,20300,Completed,2
3450,489,20300,Completed,2
3455,520,20300,Completed,2
3460,885,20300,Completed,2
3465,941,20300,Completed,2
3470,1417,20300,Completed,2
3475,1486,20300,Completed,2
3480,1488,20300,Completed,2
3485,1498,20300,Completed,2
3490,1609,20300,Completed,2
3495,1661,20300,Completed,2
3500,1701,20300,Completed,2
3505,1732,20300,Completed,2
3510,1802,20300,Completed,2
3515,1847,20300,Completed,2
3520,1896,20300,Completed,2
3525,1929,20300,Completed,2
3530,1972,20300,Completed,2
3535,1975,20300,Completed,2
3540,132,20300,Completed,2
3545,133,20300,Completed,2
3550,137,20300,Completed,2
3555,194,20300,Completed,2
3560,220,20300,Completed,2
3565,301,20300,Completed,2
3570,525,20300,Completed,2
3575,730,20300,Completed,2
3580,776,20300,Completed,2
3585,875,20300,Completed,2
3590,1146,20300,Completed,2
3595,1199,20300,Completed,2
3600,1241,20300,Completed,2
3605,1301,20300,Completed,2
3610,1302,20300,Completed,2
3615,1523,20300,Completed,2
3620,1601,20300,Completed,2
3625,1610,20300,Completed,2
3630,1705,20300,Completed,2
3635,1818,20300,Completed,2
3640,1901,20300,Completed,2
3645,2044,20300,Completed,2
3650,2078,20300,Completed,2
3655,2125,20300,Completed,2
3660,2185,20300,Completed,2
3665,2217,20300,Completed,2
3670,456,20300,Completed,2
3675,584,20300,Completed,2
3680,595,20300,Completed,2
3685,664,20300,Completed,2
3690,808,20300,Completed,2
3695,820,20300,Completed,2
3700,866,20300,Completed,2
3705,880,20300,Completed,2
3710,979,20300,Completed,2
3715,1010,20300,Completed,2
3720,1045,20300,Completed,2
3725,1052,20300,Completed,2
3730,1069,20300,Completed,2
3735,1083,20300,Completed,2
3740,1099,20300,Completed,2
3745,1256,20300,Completed,2
3750,1313,20300,Completed,2
3755,1396,20300,Completed,2
3760,1630,20300,Completed,2
3765,1724,20300,Completed,2
3770,1762,20300,Completed,2
3775,1835,20300,Completed,2
3780,1886,20300,Completed,2
3785,2007,20300,Completed,2
3790,2096,20300,Completed,2
3795,2126,20300,Completed,2
3800,119,20300,Completed,2
3805,156,20300,Completed,2
3810,291,20300,Completed,2
3815,440,20300,Completed,2
3820,452,20300,Completed,2
3825,497,20300,Completed,2
3830,532,20300,Completed,2
3835,522,20300,Completed,2
3840,616,20300,Completed,2
3845,748,20300,Completed,2
3850,763,20300,Completed,2
3855,804,20300,Completed,2
3860,823,20300,Completed,2
3865,868,20300,Completed,2
3870,1131,20300,Completed,2
3875,1338,20300,Completed,2
3880,1374,20300,Withdrew,2
3885,1380,20300,Completed,2
3890,1427,20300,Completed,2
3895,1582,20300,Completed,2
3900,1643,20300,Completed,2
3905,1755,20300,Completed,2
3910,1766,20300,Completed,2
3915,1990,20300,Completed,2
3920,2014,20300,Completed,2
3925,2132,20300,Completed,2
3930,2161,20300,Completed,2
3935,14,21800,Completed,2
3940,18,21800,Completed,2
3945,64,21800,Completed,2
3950,117,21800,Completed,2
3955,249,21800,Completed,2
3960,405,21800,Completed,2
3965,540,21800,Completed,2
3970,598,21800,Completed,2
3975,957,21800,Completed,2
3980,985,21800,Completed,2
3985,1090,21800,Completed,2
3990,1097,21800,Completed,2
3995,1168,21800,Withdrew,2
4000,1175,21800,Completed,2
4005,1309,21800,Completed,2
4010,1325,21800,Completed,2
4015,1360,21800,Completed,2
4020,1375,21800,Completed,2
4025,1413,21800,Completed,2
4030,1484,21800,Completed,2
4035,1519,21800,Completed,2
4040,1715,21800,Completed,2
4045,1997,21800,Completed,2
4050,2182,21800,Completed,2
4055,2205,21800,Completed,2
4060,2232,21800,Completed,2
4065,71,20400,Completed,2
4070,112,20400,Completed,2
4075,134,20400,Completed,2
4080,316,20400,Completed,2
4085,336,20400,Completed,2
4090,351,20400,Completed,2
4095,422,20400,Completed,2
4100,539,20400,Completed,2
4105,674,20400,Completed,2
4110,1168,20400,Withdrew,2
4115,1269,20400,Completed,2
4120,1337,20400,Completed,2
4125,1553,20400,Completed,2
4130,1579,20400,Completed,2
4135,1627,20400,Completed,2
4140,1637,20400,Completed,2
4145,1658,20400,Completed,2
4150,1707,20400,Completed,2
4155,1715,20400,Completed,2
4160,1815,20400,Completed,2
4165,1819,20400,Completed,2
4170,1912,20400,Completed,2
4175,2074,20400,Completed,2
4180,2162,20400,Completed,2
4185,2220,20400,Completed,2
4190,64,20400,Completed,2
4195,133,20400,Completed,2
4200,166,20400,Completed,2
4205,245,20400,Completed,2
4210,400,20400,Completed,2
4215,594,20400,Completed,2
4220,812,20400,Withdrew,2
4225,879,20400,Completed,2
4230,884,20400,Completed,2
4235,914,20400,Completed,2
4240,1005,20400,Completed,2
4245,1097,20400,Completed,2
4250,1162,20400,Completed,2
4255,1188,20400,Withdrew,2
4260,1273,20400,Completed,2
4265,1292,20400,Completed,2
4270,1309,20400,Completed,2
4275,1435,20400,Completed,2
4280,1439,20400,Completed,2
4285,1481,20400,Completed,2
4290,1618,20400,Completed,2
4295,1760,20400,Completed,2
4300,1840,20400,Completed,2
4305,1986,20400,Completed,2
4310,2198,20400,Completed,2
4315,2235,20400,Completed,2
4320,18,20500,Completed,2
4325,117,20500,Completed,2
4330,162,20500,Completed,2
4335,231,20500,Completed,2
4340,405,20500,Completed,2
4345,425,20500,Withdrew,2
4350,441,20500,Completed,2
4355,540,20500,Completed,2
4360,598,20500,Completed,2
4365,670,20500,Completed,2
4370,1090,20500,Completed,2
4375,1161,20500,Completed,2
4380,1183,20500,Completed,2
4385,1266,20500,Completed,2
4390,1324,20500,Completed,2
4395,1375,20500,Completed,2
4400,1413,20500,Completed,2
4405,1478,20500,Completed,2
4410,1519,20500,Completed,2
4415,1892,20500,Completed,2
4420,2056,20500,Completed,2
4425,2102,20500,Completed,2
4430,2182,20500,Completed,2
4435,2232,20500,Completed,2
4440,44,21900,Completed,2
4445,57,21900,Completed,2
4450,222,21900,Completed,2
4455,423,21900,Completed,2
4460,441,21900,Completed,2
4465,542,21900,Completed,2
4470,745,21900,Completed,2
4475,877,21900,Completed,2
4480,957,21900,Completed,2
4485,958,21900,Completed,2
4490,1014,21900,Completed,2
4495,1034,21900,Completed,2
4500,1239,21900,Completed,2
4505,1245,21900,Completed,2
4510,1294,21900,Completed,2
4515,1377,21900,Withdrew,2
4520,1411,21900,Completed,2
4525,1543,21900,Completed,2
4530,1769,21900,Completed,2
4535,2078,21900,Completed,2
4540,2106,21900,Withdrew,2
4545,2165,21900,Completed,2
4550,2228,21900,Completed,2
4555,57,22000,Completed,2
4560,245,22000,Completed,2
4565,1788,22000,Completed,2
4570,1919,22000,Completed,2
4575,1952,22000,Completed,2
4580,2140,22000,Completed,2
4585,2238,22000,Completed,2
4590,30,22100,Completed,2
4595,73,22100,Completed,2
4600,136,22100,Completed,2
4605,177,22100,Completed,2
4610,191,22100,Completed,2
4615,230,22100,Completed,2
4620,273,22100,Completed,2
4625,292,22100,Completed,2
4630,344,22100,Completed,2
4635,486,22100,Completed,2
4640,517,22100,Completed,2
4645,589,22100,Completed,2
4650,928,22100,Completed,2
4655,1250,22100,Completed,2
4660,1326,22100,Completed,2
4665,1409,22100,Completed,2
4670,1517,22100,Completed,2
4675,1537,22100,Completed,2
4680,1538,22100,Completed,2
4685,1581,22100,Completed,2
4690,1695,22100,Completed,2
4695,1696,22100,Completed,2
4700,1773,22100,Completed,2
4705,1997,22100,Completed,2
4710,2121,22100,Completed,2
4715,2140,22100,Completed,2
4720,2205,22100,Completed,2
4725,2238,22100,Completed,2
4730,27,20700,Withdrew,2
4735,73,20700,Completed,2
4740,642,20700,Completed,2
4745,946,20700,Completed,2
4750,981,20700,Completed,2
4755,985,20700,Completed,2
4760,989,20700,Completed,2
4765,1089,20700,Completed,2
4770,1196,20700,Completed,2
4775,1360,20700,Completed,2
4780,1484,20700,Completed,2
4785,1498,20700,Completed,2
4790,1778,20700,Withdrew,2
4795,406,20800,Completed,2
4800,1241,20800,Completed,2
4805,1322,20800,Completed,2
4810,30,22200,Completed,2
4815,136,22200,Completed,2
4820,177,22200,Completed,2
4825,191,22200,Completed,2
4830,230,22200,Completed,2
